element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Al,6,135.879,135.881,0.010,500,5.80e+08,A,913112,986706,2s2.2p3.(4S*).3s,3S*,1,2s2.2p3.(4S*).3p,3P,2,,T7370c8,L5131,
Al,5,135.964,135.964,0.010,150,7.79e+08,B,843914,917463,2s2.2p4.(1S).3s,2S,1/2,2s2.2p4.(1S).3p,2P*,3/2,,c40,L2577,
Al,6,135.996,135.997,0.010,100bl,5.82e+08,A,913112,986643,2s2.2p3.(4S*).3s,3S*,1,2s2.2p3.(4S*).3p,3P,1,,T7370c8,L5131,
Al,4,136.0298,136.0300,0.0010,100,5.91e+07,B+,686959.1,760472.3,2s2.2p5.(2P*).3p,1P,1,2s2.2p5.(2P*).3d,3P*,2,,c47,L2223,
Al,5,136.3351,136.3351,0.0010,400,6.70e+08,A,755237.4,828586.1,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4D*,1/2,,c40,L2577,
Al,1,136.8908,136.8907,0.0010,"705g,a",,,0.000,73051.0,3s2.3p,2P*,1/2,3s.3p.(3P*).4p,2S,1/2,,,L3597,
Al,5,136.920,136.9197,0.0010,600,5.99e+08,A,753989.5,827025.0,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4D*,5/2,,c40,L2577,
Al,1,137.1010,137.1010,0.0010,"1130g,a",,,112.061,73051.0,3s2.3p,2P*,3/2,3s.3p.(3P*).4p,2S,1/2,,,L3597,
Al,2,137.12401,137.12415,0.00010,150,5.83e+07,C+,59852.02,132778.633,3s.3p,1P*,1,3s.6s,1S,0,,T6533,L3460,
Al,5,137.370,137.3670,0.0010,300,3.66e+08,A,755237.4,828035.1,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4D*,3/2,,c40,L2577,
Al,5,137.579,137.5762,0.0010,100,3.08e+08,B+,764250.4,836937.4,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,2P*,3/2,,c40,L2577,
Al,4,137.6618,137.6618,0.0010,500,2.81e+08,B,687830.5,760472.3,2s2.2p5.(2P*).3p,3P,2,2s2.2p5.(2P*).3d,3P*,2,,c47,L2223,
Al,3,137.9670,137.9670,0.0010,600,4.61e+08,A+,53682.93,126164.05,2p6.3p,2P*,1/2,2p6.4s,2S,1/2,,c32,L3474,
Al,3,138.4140,138.4132,0.0010,800,9.22e+08,A+,53916.60,126164.05,2p6.3p,2P*,3/2,2p6.4s,2S,1/2,,c32,L3455,
Al,4,138.8789,138.8789,0.0010,500,2.05e+08,B,616644.2,688649.4,2s2.2p5.(2P*).3s,3P*,2,2s2.2p5.(2P*).3p,3P,1,,c47,L2223,
Al,4,139.233,139.2314,0.0010,40,3.15e+07,C+,688649.4,760472.3,2s2.2p5.(2P*).3p,3P,1,2s2.2p5.(2P*).3d,3P*,2,,c47,L2223,
Al,4,139.342,139.3412,0.0010,60,1.24e+08,C+,687830.5,759596.8,2s2.2p5.(2P*).3p,3P,2,2s2.2p5.(2P*).3d,3P*,1,,c47,L2223,
Al,1,139.780,139.780,0.010,"2350g,a",,,112.061,71653,3s2.3p,2P*,3/2,3s.3p.(3P*).4p,2D,5/2,,,L3597,
Al,5,140.2021,140.2021,0.0010,100,5.64e+08,B+,766792.2,838117.8,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,2S*,1/2,,c40,L2577,
Al,4,140.4751,140.4765,0.0010,300,2.36e+08,B,616644.2,687830.5,2s2.2p5.(2P*).3s,3P*,2,2s2.2p5.(2P*).3p,3P,2,,c47,L2223,
Al,4,140.9490,140.9495,0.0010,100,1.13e+08,C+,688649.4,759596.8,2s2.2p5.(2P*).3p,3P,1,2s2.2p5.(2P*).3d,3P*,1,,c47,L2223,
Al,6,140.998,140.998,0.010,2,5.30e+07,A,993570,1064493,2s2.2p3.(2P*).3s,3P*,0,2s2.2p3.(2P*).3p,3S,1,,T7370c8,L5131,
Al,5,141.2772,141.2771,0.0010,100,5.78e+08,B,764250.4,835033.3,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,2P*,1/2,,c40,L2577,
Al,1,141.3156,141.3158,0.0010,"4370g,a",,,0.000,70763.5,3s2.3p,2P*,1/2,3s.3p.(3P*).4p,2P,3/2,,,L3597,
Al,1,141.4240,141.4239,0.0010,"1150g,a",,,0.000,70709.4,3s2.3p,2P*,1/2,3s.3p.(3P*).4p,2P,1/2,,,L3597,
Al,1,141.5401,141.5399,0.0010,"1870g,a",,,112.061,70763.5,3s2.3p,2P*,3/2,3s.3p.(3P*).4p,2P,3/2,,,L3597,
Al,6,141.605,141.605,0.010,20,2.74e+08,A,993874,1064493,2s2.2p3.(2P*).3s,3P*,2,2s2.2p3.(2P*).3p,3S,1,,T7370c8,L5131,
Al,1,141.6481,141.6484,0.0010,"1000g,a",,,112.061,70709.4,3s2.3p,2P*,3/2,3s.3p.(3P*).4p,2P,1/2,,,L3597,
Al,1,141.7222,141.7224,0.0010,"630g,a",,,0.000,70560.5,3s2.3p,2P*,1/2,3s.3p.(3P*).4p,,3/2?,,,L3597,
Al,4,141.7558,141.7555,0.0010,100,3.23e+08,B,688649.4,759193.4,2s2.2p5.(2P*).3p,3P,1,2s2.2p5.(2P*).3d,3P*,0,,c47,L2223,
Al,1,141.9479,141.9478,0.0010,"1040g,a",,,112.061,70560.5,3s2.3p,2P*,3/2,3s.3p.(3P*).4p,,3/2?,,,L3597,
Al,4,142.2176,142.2174,0.0010,200,6.13e+07,B,616644.2,686959.1,2s2.2p5.(2P*).3s,3P*,2,2s2.2p5.(2P*).3p,1P,1,,c47,L2223,
Al,6,142.258,142.258,0.010,200,4.82e+08,A,961100,1031395,2s2.2p3.(2D*).3s,3D*,3,2s2.2p3.(2D*).3p,3D,3,,T7370c8,L5131,
Al,4,142.4995,142.4999,0.0010,250,7.57e+07,C+,618473.9,688649.4,2s2.2p5.(2P*).3s,3P*,1,2s2.2p5.(2P*).3p,3P,1,,c47,L2223,
Al,1,142.5037,142.5037,0.0010,"800g,a",,,112.061,70285.7,3s2.3p,2P*,3/2,3s.3p.(3P*).4p,,3/2?,,,L3597,
Al,5,142.564,142.5614,0.0010,80,2.12e+08,B,766792.2,836937.4,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,2P*,3/2,,c40,L2577,
Al,6,143.052,143.051,0.010,10,3.72e+08,A,961100,1031005,2s2.2p3.(2D*).3s,3D*,2,2s2.2p3.(2D*).3p,3D,2,,T7370c8,L5131,
Al,1,143.1018,143.1018,0.0010,"380g,a",,,0.000,69880.3,3s2.3p,2P*,1/2,3s.3p.(3P*).4p,,3/2?,,,L3597,
Al,1,143.1865,143.1859,0.0010,"315g,a",,,0.000,69839.3,3s2.3p,2P*,1/2,3s.3p.(3P*).4p,,1/2?,,,L3597,
Al,4,143.1935,143.1932,0.0010,600,8.25e+08,B+,618473.9,688309.6,2s2.2p5.(2P*).3s,3P*,1,2s2.2p5.(2P*).3p,3P,0,,c47,L2223,
Al,6,143.251,143.250,0.010,10,3.18e+08,A,961100,1030908,2s2.2p3.(2D*).3s,3D*,1,2s2.2p3.(2D*).3p,3D,1,,T7370c8,L5131,
Al,4,143.297,143.2958,0.0010,10,,,766880.8,836666.5,2s2.2p5.(2P*).3d,3D*,1,2s2.2p5.(2P*<1/2>).4p,2[1/2],0,,,L2829,
Al,1,143.4155,143.4160,0.0010,"500g,a",,,112.061,69839.3,3s2.3p,2P*,3/2,3s.3p.(3P*).4p,,1/2?,,,L3597,
Al,4,144.1825,144.1824,0.0010,700,1.92e+08,B,618473.9,687830.5,2s2.2p5.(2P*).3s,3P*,1,2s2.2p5.(2P*).3p,3P,2,,c47,L2223,
Al,6,144.217,144.217,0.010,400,5.30e+08,A,970340,1039680,2s2.2p3.(2D*).3s,1D*,2,2s2.2p3.(2D*).3p,1F,3,,T7370c8,L5131,
Al,5,144.587,144.5870,0.0010,400,6.56e+08,B,796622.4,865784.9,2s2.2p4.(1D).3s,2D,5/2,2s2.2p4.(1D).3p,2F*,7/2,,c40,L2577,
Al,4,144.7512,144.7513,0.0010,800,3.16e+08,A,616644.2,685728.2,2s2.2p5.(2P*).3s,3P*,2,2s2.2p5.(2P*).3p,1D,2,,c47,L2223,
Al,5,145.465,145.4620,0.0010,30,5.53e+07,C+,796622.4,865368.9,2s2.2p4.(1D).3s,2D,5/2,2s2.2p4.(1D).3p,2F*,5/2,,c40,L2577,
Al,5,145.5265,145.5265,0.0010,300,5.87e+08,B,796652.9,865368.9,2s2.2p4.(1D).3s,2D,3/2,2s2.2p4.(1D).3p,2F*,5/2,,c40,L2577,
Al,4,145.7956,145.7953,0.0010,600,2.44e+08,B,620060.1,688649.4,2s2.2p5.(2P*).3s,3P*,0,2s2.2p5.(2P*).3p,3P,1,,c47,L2223,
Al,4,146.0168,146.0169,0.0010,250,5.47e+07,B,618473.9,686959.1,2s2.2p5.(2P*).3s,3P*,1,2s2.2p5.(2P*).3p,1P,1,,c47,L2223,
Al,5,146.5392,146.5393,0.0010,10,2.02e+07,C,766792.2,835033.3,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,2P*,1/2,,c40,L2577,
Al,4,146.624,146.6218,0.0010,15,,,759596.8,827799.5,2s2.2p5.(2P*).3d,3P*,1,2s2.2p5.(2P*<3/2>).4p,2[1/2],0,,,L2829,
Al,4,147.0024,147.0015,0.0010,30,,,760472.3,828498.8,2s2.2p5.(2P*).3d,3P*,2,2s2.2p5.(2P*<1/2>).4p,2[1/2],1,,,L2829,
Al,4,147.1303,147.1304,0.0010,40,,,760472.3,828439.2,2s2.2p5.(2P*).3d,3P*,2,2s2.2p5.(2P*<1/2>).4p,2[3/2],2,,,L2829,
Al,5,147.564,147.5640,0.0010,600,6.17e+08,A,764250.4,832017.6,2s2.2p4.(3P).3s,2P,3/2,2s2.2p4.(3P).3p,2D*,5/2,,c40,L2577,
Al,5,148.605,148.6050,0.0010,300,3.84e+08,B+,766792.2,834084.7,2s2.2p4.(3P).3s,2P,1/2,2s2.2p4.(3P).3p,2D*,3/2,,c40,L2577,
Al,4,148.6887,148.6894,0.0010,700,1.13e+08,B+,618473.9,685728.2,2s2.2p5.(2P*).3s,3P*,1,2s2.2p5.(2P*).3p,1D,2,,c47,L2223,
Al,4,149.4791,149.4791,0.0010,800,2.07e+08,A,620060.1,686959.1,2s2.2p5.(2P*).3s,3P*,0,2s2.2p5.(2P*).3p,1P,1,,c47,L2223,
Al,4,150.7442,150.7441,0.0010,300,5.83e+07,B+,616644.2,682981.8,2s2.2p5.(2P*).3s,3P*,2,2s2.2p5.(2P*).3p,3D,1,,c47,L2223,
Al,5,150.837,150.8382,0.0010,700,3.06e+08,A,751840.1,818136.3,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4P*,3/2,,c40,L2577,
Al,4,151.188,151.1880,0.0010,100,,,759596.8,825739.6,2s2.2p5.(2P*).3d,3P*,1,2s2.2p5.(2P*<3/2>).4p,2[3/2],2,,,L2829,
Al,4,151.320,151.3214,0.0010,10,,,759193.4,825277.9,2s2.2p5.(2P*).3d,3P*,0,2s2.2p5.(2P*<3/2>).4p,2[3/2],1,,,L2829,
Al,4,151.907,151.9073,0.0010,400,,,770836.9,836666.5,2s2.2p5.(2P*).3d,1P*,1,2s2.2p5.(2P*<1/2>).4p,2[1/2],0,,,L2829,
Al,5,152.614,152.6140,0.0010,1000,4.28e+08,A,751840.1,817364.9,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4P*,5/2,,c40,L2577,
Al,4,153.216,153.2161,0.0010,300,,,760472.3,825739.6,2s2.2p5.(2P*).3d,3P*,2,2s2.2p5.(2P*<3/2>).4p,2[3/2],2,,,L2829,
Al,4,153.7540,153.7537,0.0010,800,2.53e+08,A,616644.2,681683.3,2s2.2p5.(2P*).3s,3P*,2,2s2.2p5.(2P*).3p,3D,2,,c47,L2223,
Al,5,153.9124,153.9122,0.0010,500,4.53e+08,A,753989.5,818961.6,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4P*,1/2,,c40,L2577,
Al,2,153.98303,153.98329,0.00010,340,6.70e+08,B+,59852.02,124794.13,3s.3p,1P*,1,3s.4d,1D,2,,T6533,L3460,
Al,4,155.0192,155.0198,0.0010,500,3.89e+08,A,618473.9,682981.8,2s2.2p5.(2P*).3s,3P*,1,2s2.2p5.(2P*).3p,3D,1,,c47,L2223,
Al,2,155.5943,155.5940,0.0010,1,,,85481.35,149751.2,3p2,1D,2,3s.16p,1P*,1,,,L4575,
Al,4,155.688,155.6873,0.0010,1,,,763613.6,827844.9,2s2.2p5.(2P*).3d,3F*,2,2s2.2p5.(2P*<1/2>).4p,2[3/2],1,,,L2829,
Al,4,155.7254,155.7254,0.0010,1000,6.70e+08,A+,616644.2,680859.8,2s2.2p5.(2P*).3s,3P*,2,2s2.2p5.(2P*).3p,3D,3,,c47,L2223,
Al,5,155.892,155.8924,0.0010,150,7.58e+07,A,753989.5,818136.3,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4P*,3/2,,c40,L2577,
Al,4,155.903,155.9038,0.0010,500,,,764297.1,828439.2,2s2.2p5.(2P*).3d,1F*,3,2s2.2p5.(2P*<1/2>).4p,2[3/2],2,,,L2829,
Al,2,156.3580,156.35794,0.00010,1,,,85481.35,149437.17,3p2,1D,2,3s.15p,1P*,1,,,L4575,
Al,4,156.4164,156.4164,0.0010,700,2.67e+08,B+,624717.5,688649.4,2s2.2p5.(2P*).3s,1P*,1,2s2.2p5.(2P*).3p,3P,1,,c47,L2223,
Al,5,156.925,156.9263,0.0010,50,6.23e+07,A,755237.4,818961.6,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4P*,1/2,,c40,L2577,
Al,4,157.254,157.2522,0.0010,100,2.84e+07,B,624717.5,688309.6,2s2.2p5.(2P*).3s,1P*,1,2s2.2p5.(2P*).3p,3P,0,,c47,L2223,
Al,2,157.3003,157.30040,0.00010,3,,,85481.35,149053.98,3p2,1D,2,3s.14p,1P*,1,,,L4575,
Al,5,157.790,157.7899,0.0010,300,9.56e+07,A,753989.5,817364.9,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4P*,5/2,,c40,L2577,
Al,5,157.938,157.938,0.010,10*,,,1108492,1171808,2s2.2p4.(1D<2>).4f,2[1]*,3/2,2s2.2p4.(1D<2>).5g,2[2],5/2,,,L3565,
Al,5,157.938,157.938,0.010,10*,,,1108492,1171808,2s2.2p4.(1D<2>).4f,2[1]*,3/2,2s2.2p4.(1D<2>).5g,2[2],3/2,,,L3565,
Al,5,157.938,157.938,0.010,10*,,,1108492,1171808,2s2.2p4.(1D<2>).4f,2[1]*,1/2,2s2.2p4.(1D<2>).5g,2[2],3/2,,,L3565,
Al,2,158.0919,158.09199,0.00010,1,,,85481.35,148735.66,3p2,1D,2,3s.12f,1F*,3,,,L4575,
Al,4,158.2040,158.2043,0.0010,900,4.01e+08,A,618473.9,681683.3,2s2.2p5.(2P*).3s,3P*,1,2s2.2p5.(2P*).3p,3D,2,,c47,L2223,
Al,4,158.4460,158.4460,0.0010,800,3.34e+08,A,624717.5,687830.5,2s2.2p5.(2P*).3s,1P*,1,2s2.2p5.(2P*).3p,3P,2,,c47,L2223,
Al,2,158.4708,158.47085,0.00010,4,,,85481.35,148584.44,3p2,1D,2,3s.13p,1P*,1,,,L4575,
Al,4,158.9275,158.9277,0.0010,400,2.18e+08,A,620060.1,682981.8,2s2.2p5.(2P*).3s,3P*,0,2s2.2p5.(2P*).3p,3D,1,,c47,L2223,
Al,5,158.987,158.9853,0.0010,350,1.39e+08,A,755237.4,818136.3,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4P*,3/2,,c40,L2577,
Al,5,159.262,159.256,0.010,40,,,1068032,1130824,2s2.2p4.(3P<2>).4f,2[4]*,9/2,2s2.2p4.(3P<2>).5g,2[5],11/2,,,L3565,
Al,5,159.354,159.357,0.010,20,,,1068072,1130824,2s2.2p4.(3P<2>).4f,2[4]*,7/2,2s2.2p4.(3P<2>).5g,2[5],9/2,,,L3565,
Al,5,159.546,159.546,0.010,20,,,1068149,1130827,2s2.2p4.(3P<2>).4f,2[3]*,5/2,2s2.2p4.(3P<2>).5g,2[4],7/2,,,L3565,
Al,2,159.6059,159.6053,0.0010,112,,,85481.35,148135.9,3p2,1D,2,3s.11f,1F*,3,,,L3460,
Al,5,159.695,159.693,0.010,60*,,,1068207,1130827,2s2.2p4.(3P<2>).4f,2[3]*,7/2,2s2.2p4.(3P<2>).5g,2[4],7/2,,,L3565,
Al,5,159.695,159.693,0.010,60*,,,1068207,1130827,2s2.2p4.(3P<2>).4f,2[3]*,7/2,2s2.2p4.(3P<2>).5g,2[4],9/2,,,L3565,
Al,5,159.695,159.696,0.010,60*,,,1109315,1171934,2s2.2p4.(1D<2>).4f,2[5]*,9/2,2s2.2p4.(1D<2>).5g,2[6],11/2,,,L3565,
Al,5,159.695,159.696,0.010,60*,,,1109315,1171934,2s2.2p4.(1D<2>).4f,2[5]*,11/2,2s2.2p4.(1D<2>).5g,2[6],11/2,,,L3565,
Al,5,159.695,159.696,0.010,60*,,,1109315,1171934,2s2.2p4.(1D<2>).4f,2[5]*,11/2,2s2.2p4.(1D<2>).5g,2[6],13/2,,,L3565,
Al,2,159.9410,159.94078,0.00010,20,,,85481.35,148004.49,3p2,1D,2,3s.12p,1P*,1,,,L4575,
Al,5,160.203,160.202,0.010,20d*,,,1068484,1130905,2s2.2p4.(3P<2>).4f,2[2]*,3/2,2s2.2p4.(3P<2>).5g,2[3],5/2,,,L3565,
Al,5,160.203,160.202,0.010,20d*,,,1071130,1133551,2s2.2p4.(3P<1>).4f,2[2]*,3/2,2s2.2p4.(3P<1>).5g,2[3],5/2,,,L3565,
Al,4,160.277,160.2780,0.0010,300,,,761688.4,824080.0,2s2.2p5.(2P*).3d,3F*,4,2s2.2p5.(2P*<3/2>).4p,2[5/2],3,,,L2829,
Al,3,160.57661,160.5766,0.0010,700,1.16e+09,A+,53682.93,115958.50,2p6.3p,2P*,1/2,2p6.3d,2D,3/2,,c32,L277,
Al,4,160.6646,160.6643,0.0010,400,3.68e+08,B+,624717.5,686959.1,2s2.2p5.(2P*).3s,1P*,1,2s2.2p5.(2P*).3p,1P,1,,c47,L2223,
Al,4,160.731,160.7317,0.0010,1,,,759193.4,821408.9,2s2.2p5.(2P*).3d,3P*,0,2s2.2p5.(2P*<3/2>).4p,2[1/2],1,,,L2829,
Al,3,161.18141,161.1814,0.0010,100,2.30e+08,A+,53916.60,115958.50,2p6.3p,2P*,3/2,2p6.3d,2D,3/2,,c32,L277,
Al,3,161.18735,161.1873,0.0010,800,1.38e+09,A+,53916.60,115956.21,2p6.3p,2P*,3/2,2p6.3d,2D,5/2,,c32,L277,
Al,2,161.6415,161.64145,0.00010,10,,,85481.35,147346.67,3p2,1D,2,3s.10f,1F*,3,,,L4575,
Al,4,161.781,161.7806,0.0010,400,,,759596.8,821408.9,2s2.2p5.(2P*).3d,3P*,1,2s2.2p5.(2P*<3/2>).4p,2[1/2],1,,,L2829,
Al,4,161.793,161.7927,0.0010,200,,,762272.5,824080.0,2s2.2p5.(2P*).3d,3F*,3,2s2.2p5.(2P*<3/2>).4p,2[5/2],3,,,L2829,
Al,2,161.83990,161.83987,0.00010,50,,,85481.35,147270.82,3p2,1D,2,3s.11p,1P*,1,,,L3460,
Al,5,162.136,162.135,0.010,10*,,,1110551,1172228,2s2.2p4.(1D<2>).4f,2[4]*,7/2,2s2.2p4.(1D<2>).5g,2[5],9/2,,,L3565,
Al,5,162.136,162.135,0.010,10*,,,1110551,1172228,2s2.2p4.(1D<2>).4f,2[4]*,9/2,2s2.2p4.(1D<2>).5g,2[5],9/2,,,L3565,
Al,5,162.136,162.135,0.010,10*,,,1110551,1172228,2s2.2p4.(1D<2>).4f,2[4]*,9/2,2s2.2p4.(1D<2>).5g,2[5],11/2,,,L3565,
Al,4,162.168,162.1684,0.0010,350,,,763613.6,825277.9,2s2.2p5.(2P*).3d,3F*,2,2s2.2p5.(2P*<3/2>).4p,2[3/2],1,,,L2829,
Al,2,162.56271,162.56276,0.00010,125,1.31e+08,C+,59852.02,121366.725,3s.3p,1P*,1,3s.5s,1S,0,,T6533,L3460,
Al,4,162.7536,162.7538,0.0010,600,,,764297.1,825739.6,2s2.2p5.(2P*).3d,1F*,3,2s2.2p5.(2P*<3/2>).4p,2[3/2],2,,,L2829,
Al,4,162.858,162.8572,0.0010,50,,,767035.7,828439.2,2s2.2p5.(2P*).3d,1D*,2,2s2.2p5.(2P*<1/2>).4p,2[3/2],2,,,L2829,
Al,4,163.6822,163.6830,0.0010,500,,,767345.5,828439.2,2s2.2p5.(2P*).3d,3D*,3,2s2.2p5.(2P*<1/2>).4p,2[3/2],2,,,L2829,
Al,4,163.9055,163.9057,0.0010,800,2.84e+08,B+,624717.5,685728.2,2s2.2p5.(2P*).3s,1P*,1,2s2.2p5.(2P*).3p,1D,2,,c47,L2223,
Al,4,164.105,164.1050,0.0010,300,,,760472.3,821408.9,2s2.2p5.(2P*).3d,3P*,2,2s2.2p5.(2P*<3/2>).4p,2[1/2],1,,,L2829,
Al,4,164.120,164.1198,0.0010,200,,,763613.6,824544.7,2s2.2p5.(2P*).3d,3F*,2,2s2.2p5.(2P*<3/2>).4p,2[5/2],2,,,L2829,
Al,4,164.155,164.1532,0.0010,50,,,766880.8,827799.5,2s2.2p5.(2P*).3d,3D*,1,2s2.2p5.(2P*<3/2>).4p,2[1/2],0,,,L2829,
Al,2,164.42348,164.42346,0.00010,100,,,85481.35,146299.92,3p2,1D,2,3s.10p,1P*,1,,,L3460,
Al,4,164.447,164.4488,0.0010,200,,,767035.7,827844.9,2s2.2p5.(2P*).3d,1D*,2,2s2.2p5.(2P*<1/2>).4p,2[3/2],1,,,L2829,
Al,2,164.48089,164.48085,0.00010,100,,,85481.35,146278.70,3p2,1D,2,3s.9f,1F*,3,,,L3460,
Al,4,164.779,164.7756,0.0010,1,,,767750.6,828439.2,2s2.2p5.(2P*).3d,3D*,2,2s2.2p5.(2P*<1/2>).4p,2[3/2],2,,,L2829,
Al,2,167.07867,167.07874,0.00010,400g,1.41e+09,A+,0.00,59852.02,2p6.3s2,1S,0,3s.3p,1P*,1,,"c47,u24,T6101,T5370",L3460,
Al,4,167.2722,167.2719,0.0010,20,,,764297.1,824080.0,2s2.2p5.(2P*).3d,1F*,3,2s2.2p5.(2P*<3/2>).4p,2[5/2],3,,,L2829,
Al,2,168.18089,168.18100,0.00010,80,,,85481.35,144941.10,3p2,1D,2,3s.9p,1P*,1,,,L3460,
Al,2,168.62505,168.62525,0.00010,100,,,85481.35,144784.45,3p2,1D,2,3s.8f,1F*,3,,,L3460,
Al,4,171.243,171.2414,0.0010,200,,,766880.8,825277.9,2s2.2p5.(2P*).3d,3D*,1,2s2.2p5.(2P*<3/2>).4p,2[3/2],1,,,L2829,
Al,4,171.628,171.6317,0.0010,5,1.47e+06,C+,624717.5,682981.8,2s2.2p5.(2P*).3s,1P*,1,2s2.2p5.(2P*).3p,3D,1,,c47,L2223,
Al,2,171.94400,171.9442,0.0010,340,6.55e+08,A,37393.03,95551.44,3s.3p,3P*,0,3s.3d,3D,1,,c47,L3460,
Al,2,172.12435,172.1244,0.0010,255,4.93e+08,A,37453.91,95551.44,3s.3p,3P*,1,3s.3d,3D,1,,c47,L3460,
Al,2,172.12714,172.1271,0.0010,365,8.82e+08,A,37453.91,95550.51,3s.3p,3P*,1,3s.3d,3D,2,,c47,L3460,
Al,2,172.49519,172.4949,0.0010,255,2.97e+08,A,37577.79,95550.51,3s.3p,3P*,2,3s.3d,3D,2,,c47,L3460,
Al,2,172.49838,172.4982,0.0010,365,1.18e+09,A,37577.79,95549.42,3s.3p,3P*,2,3s.3d,3D,3,,c47,L3460,
Al,2,173.97382,173.9740,0.0010,50,,,85481.35,142961.20,3p2,1D,2,3s.8p,1P*,1,,,L3460,
Al,2,175.0612,175.0618,0.0010,60,5.73e+07,C+,85481.35,142604.05,3p2,1D,2,3s.7f,1F*,3,,T6533,L3460,
Al,4,175.4120,175.4140,0.0010,20,,,770836.9,827844.9,2s2.2p5.(2P*).3d,1P*,1,2s2.2p5.(2P*<1/2>).4p,2[3/2],1,,,L2829,
Al,4,175.5431,175.5439,0.0010,100,5.39e+06,B,624717.5,681683.3,2s2.2p5.(2P*).3s,1P*,1,2s2.2p5.(2P*).3p,3D,2,,c47,L2223,
Al,2,176.01044,176.0106,0.0010,210,3.13e+08,A,37453.91,94268.68,3s.3p,3P*,1,3p2,3P,2,,c47,L3460,
Al,2,176.19751,176.1977,0.0010,190,4.12e+08,A,37393.03,94147.46,3s.3p,3P*,0,3p2,3P,1,,c47,L3460,
Al,4,176.2424,176.2425,0.0010,200,3.69e+08,B+,714096.9,770836.9,2s2.2p5.(2P*).3p,1S,0,2s2.2p5.(2P*).3d,1P*,1,,c47,L2223,
Al,1,176.2899,176.28918,0.00010,100g,,,0.000,56724.980,3s2.3p,2P*,1/2,3s.3p2,2P,3/2,,,L4737,
Al,2,176.38692,176.3869,0.0010,255,3.04e+08,A,37453.91,94147.46,3s.3p,3P*,1,3p2,3P,1,,c47,L3460,
Al,2,176.39521,176.3952,0.0010,315,9.21e+08,A,37577.79,94268.68,3s.3p,3P*,2,3p2,3P,2,,c47,L3460,
Al,1,176.5636,176.56323,0.00010,200g,,,0.000,56636.933,3s2.3p,2P*,1/2,3s.3p2,2P,1/2,,,L4737,
Al,2,176.58150,176.5816,0.0010,190,1.23e+09,A,37453.91,94084.96,3s.3p,3P*,1,3p2,3P,0,,c47,L3460,
Al,1,176.6385,176.63813,0.00010,200g,,,112.061,56724.980,3s2.3p,2P*,3/2,3s.3p2,2P,3/2,,,L4737,
Al,2,176.77308,176.7732,0.0010,225,5.13e+08,A,37577.79,94147.46,3s.3p,3P*,2,3p2,3P,1,,c47,L3460,
Al,1,176.9140,176.91327,0.00010,200g,,,112.061,56636.933,3s2.3p,2P*,3/2,3s.3p2,2P,1/2,,,L4737,
Al,2,177.2802,177.2803,0.0010,10,9.41e+08,B,94084.96,150492.80,3p2,3P,0,3p.3d,3D*,1,,"T6298c4,LS",L4575,
Al,2,177.4002,177.4002,0.0010,25,1.26e+09,B+,94147.46,150517.17,3p2,3P,1,3p.3d,3D*,2,,"T6298c4,LS",L4575,
Al,2,177.4770,177.4770,0.0010,10,7.01e+08,B,94147.46,150492.80,3p2,3P,1,3p.3d,3D*,1,,"T6298c4,LS",L4575,
Al,2,177.619,177.6202,0.0010,10,,,91274.50,147574.4,3s.4s,3S,1,3s.11p,3P*,2,,,L7431,
Al,2,177.6975,177.6973,0.0010,100,1.67e+09,B+,94268.68,150544.17,3p2,3P,2,3p.3d,3D*,3,,"T6298c4,LS",L4575,
Al,2,177.7825,177.7826,0.0010,3,4.18e+08,B,94268.68,150517.17,3p2,3P,2,3p.3d,3D*,2,,"T6298c4,LS",L4575,
Al,2,180.74168,180.7416,0.0010,70,,,91274.50,146602.10,3s.4s,3S,1,3s.10p,3P*,2,,,L3460,
Al,2,180.75851,180.7584,0.0010,20,,,91274.50,146596.95,3s.4s,3S,1,3s.10p,3P*,1,,,L3460,
Al,2,180.7651,180.7653,0.0010,1,,,91274.50,146594.85,3s.4s,3S,1,3s.10p,3P*,0,,,L4575,
