element,sp_num,obs_wl_vac(nm),unc_obs_wl,ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
K,9,8.7534,0.0005,8.7534,0.0005,1,,,0.0,1142410,2p6.3s,2S,1/2,2p6.6p,2P*,1/2,,,L3851,
K,9,8.9697,0.0005,8.9697,0.0005,1,,,160913.5,1275780,2p6.3p,2P*,3/2,2p6.8d,2D,5/2,,,L3851,
K,9,9.3069,0.0005,9.3069,0.0005,1,,,157152.4,1231620,2p6.3p,2P*,1/2,2p6.7d,2D,3/2,,,L3851,
K,9,9.3395,0.0005,9.3395,0.0005,2,,,160913.5,1231640,2p6.3p,2P*,3/2,2p6.7d,2D,5/2,,,L3851,
K,9,9.5069,0.0010,9.5058,0.0005,1,,,157152.4,1209140,2p6.3p,2P*,1/2,2p6.7s,2S,1/2,,,L3896,
K,8,9.7793,0.0005,9.7793,0.0006,1,,,0,1022568,3s2,1S,0,3s.6p,1P*,1,,,L3851,
K,9,9.8796,0.0005,9.8794,0.0005,5,,,0.0,1012210,2p6.3s,2S,1/2,2p6.5p,2P*,3/2,,,L3851,
K,9,9.8866,0.0005,9.8861,0.0005,4,,,0.0,1011520,2p6.3s,2S,1/2,2p6.5p,2P*,1/2,,,L3851,
K,9,9.9394,0.0005,9.9394,0.0005,3,,,157152.4,1163250,2p6.3p,2P*,1/2,2p6.6d,2D,3/2,,,L3851,
K,9,9.9761,0.0005,9.9761,0.0005,4,,,160913.5,1163310,2p6.3p,2P*,3/2,2p6.6d,2D,5/2,,,L3851,
K,9,10.3561,0.0005,10.3563,0.0005,1,,,160913.5,1126510,2p6.3p,2P*,3/2,2p6.6s,2S,1/2,,,L3851,
K,8,10.9434,0.0005,10.9434,0.0008,1,,,129209,1043002,3s.3p,3P*,1,3s.6d,3D,2,,,L3851,
K,8,10.9535,0.0005,10.9535,0.0008,3,,,0,912950,3s2,1S,0,3s.5p,1P*,1,,,L3851,
K,8,10.9711,0.0005,10.9711,0.0008,2,,,131582,1043068,3s.3p,3P*,2,3s.6d,3D,3,,,L3851,
K,9,11.2120,0.0005,11.2120,0.0005,4,6.82e+10,,157152.4,1049050,2p6.3p,2P*,1/2,2p6.5d,2D,3/2,,T6870,L3851,
K,9,11.2586,0.0005,11.2585,0.0005,5,2.07e+10,,160913.5,1049130,2p6.3p,2P*,3/2,2p6.5d,2D,5/2,,T6870,L3851,
K,9,11.2594,0.0010,11.2595,0.0005,20,2.30e+09,,160913.5,1049050,2p6.3p,2P*,3/2,2p6.5d,2D,3/2,,T6870,L3896,
K,9,11.6139,0.0005,11.6139,0.0005,1,,,375122,1236160,2p6.3d,2D,5/2,2p6.7f,2F*,7/2,,,L3851,
K,9,12.1091,0.0005,12.1091,0.0004,2,7.05e+09,,157152.4,982977,2p6.3p,2P*,1/2,2p6.5s,2S,1/2,,T6870,L3851,
K,9,12.1645,0.0005,12.1645,0.0004,3,1.43e+10,,160913.5,982977,2p6.3p,2P*,3/2,2p6.5s,2S,1/2,,T6870,L3851,
K,8,12.1885,0.0005,12.1885,0.0010,1,,,128097,948543,3s.3p,3P*,0,3s.5d,3D,1,,,L3851,
K,8,12.2054,0.0005,12.2054,0.0010,3,,,129209,948518,3s.3p,3P*,1,3s.5d,3D,2,,,L3851,
K,8,12.2413,0.0005,12.2413,0.0010,4,,,131582,948489,3s.3p,3P*,2,3s.5d,3D,3,,,L3851,
K,9,12.5697,0.0005,12.5697,0.0005,2,,,374867,1170430,2p6.3d,2D,3/2,2p6.6f,2F*,5/2,,,L3851,
K,9,12.5735,0.0005,12.5736,0.0005,3,,,375122,1170440,2p6.3d,2D,5/2,2p6.6f,2F*,7/2,,,L3851,
K,12,12.6650,0.0010,12.6651,0.0011,3,1.59e+09,,0,789574,2s2.2p4,3P,2,2s.2p5,1P*,1,,T7370,L5515,
K,7,12.7156,0.0005,12.71511,0.00010,1,,,3134.28,789600,3s2.3p,2P*,3/2,3s2.6d,2D,5/2,,,L3851,
K,9,13.1633,0.0005,13.1634,0.0005,8,1.84e+10,,0.0,759685,2p6.3s,2S,1/2,2p6.4p,2P*,3/2,,T7942,L3851,
K,9,13.1880,0.0005,13.1881,0.0005,7,1.90e+10,,0.0,758262,2p6.3s,2S,1/2,2p6.4p,2P*,1/2,,T7942,L3851,
K,8,13.2715,0.0005,13.2715,0.0011,2,,,131582,885074,3s.3p,3P*,2,3s.5s,3S,1,,,L3851,
K,11,13.508,0.010,13.508,0.011,20,,,2987900,3728200,2s2.2p4.(3P).3d,4D,7/2,2s2.2p4.(3P<2>).4f,2[4]*,9/2,,,L11908,
K,11,13.538,0.010,13.538,0.011,10,,,2989520,3728200,2s2.2p4.(3P).3d,4D,5/2,2s2.2p4.(3P<2>).4f,2[4]*,7/2,,,L11908,
K,8,13.5889,0.0005,13.5874,0.0012,1d*,,,368127,1104101,3s.3d,3D,1,3s.7f,3F*,"2,3,4",,,L3851,
K,8,13.5889,0.0005,13.5889,0.0012,1d*,,,368206,1104101,3s.3d,3D,2,3s.7f,3F*,"2,3,4",,,L3851,
K,8,13.5889,0.0005,13.5913,0.0012,1d*,,,368337,1104101,3s.3d,3D,3,3s.7f,3F*,"2,3,4",,,L3851,
K,8,13.7118,0.0005,13.7117,0.0012,1,2.00e+09,,129209,858515,3s.3p,3P*,1,3p.4p,3P,2,,T7942,L3851,
K,8,13.7248,0.0005,13.7247,0.0012,2,4.38e+09,,128097,856708,3s.3p,3P*,0,3p.4p,3P,1,,T7942,L3851,
K,8,13.7424,0.0005,13.7425,0.0012,3,1.29e+10,,131582,859252,3s.3p,3P*,2,3p.4p,3S,1,,T7942,L3851,
K,8,13.7458,0.0005,13.7457,0.0012,1,6.42e+09,,129209,856708,3s.3p,3P*,1,3p.4p,3P,1,,T7942,L3851,
K,8,13.7563,0.0005,13.7564,0.0012,4,9.90e+09,,131582,858515,3s.3p,3P*,2,3p.4p,3P,2,,T7942,L3851,
