element,sp_num,obs_wl_vac(nm),ritz_wl_vac(nm),unc_ritz_wl,intens,Aki(s^-1),Acc,Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k,Type,tp_ref,line_ref,
Mg,4,112.2211,112.2211,0.0010,3,,,682472.8,771582.6,2s2.2p4.(3P).3d,2P,3/2,2s2.2p4.(3P<2>).4f,2[1]*,3/2,,,L2720,
Mg,4,113.0717,113.0734,0.0010,1,,,682472.8,770910.9,2s2.2p4.(3P).3d,2P,3/2,2s2.2p4.(3P<2>).4f,2[3]*,5/2,,,L2720,
Mg,4,121.0967,121.0962,0.0010,8,3.79e+08,B,596521.8,679100.8,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4P,5/2,,c46,L1965,
Mg,4,121.8992,121.8990,0.0010,8,2.25e+08,B,597065.7,679100.8,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4P,5/2,,c46,L1965,
Mg,4,122.0900,122.0904,0.0010,9,3.25e+08,B,596521.8,678428.3,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4P,3/2,,c46,L1965,
Mg,4,122.9066,122.9066,0.0010,4,7.49e+07,C,597065.7,678428.3,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4P,3/2,,c46,L1965,
Mg,3,122.9389,122.9374,0.0010,2,5.72e+07,D+,467378.5,548720.7,2s2.2p5.3p,3S,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,,c46,L1434,
Mg,4,123.5873,123.5875,0.0010,10,7.04e+08,B,597065.7,677980.0,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4P,1/2,,c46,L1965,
Mg,4,123.6936,123.6939,0.0010,11,3.88e+08,B,597583.6,678428.3,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,4P,3/2,,c46,L1965,
Mg,3,123.9827,123.9835,0.0010,2bl,1.82e+08,C,467378.5,548034.4,2s2.2p5.3p,3S,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,,c46,L1434,
Mg,2,123.9936,123.99253,0.00010,25g,1.35e+06,C,0.00,80650.02,2p6.3s,2S,1/2,2p6.4p,2P*,3/2,,"c31,T6870,T7256,c23",L535,
Mg,2,124.0399,124.03947,0.00010,20g,1.52e+06,C,0.00,80619.50,2p6.3s,2S,1/2,2p6.4p,2P*,1/2,,"c31,T6870,T7256,c23",L535,
Mg,4,124.3840,124.3837,0.0010,7,1.86e+08,C+,597583.6,677980.0,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,4P,1/2,,c46,L1965,
Mg,2,124.8511,124.85068,0.00010,6,3.83e+06,B,35669.31,115764.99,2p6.3p,2P*,1/2,2p6.10s,2S,1/2,,c31,L535,
Mg,2,124.9932,124.99358,0.00010,8,7.64e+06,B,35760.88,115764.99,2p6.3p,2P*,3/2,2p6.10s,2S,1/2,,c31,L535,
Mg,3,126.3375,126.3374,0.0010,3,,,467378.5,546531.6,2s2.2p5.3p,3S,1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,,,L1434,
Mg,2,127.1243,127.12387,0.00010,8,1.23e+06,C,35669.31,114332.74,2p6.3p,2P*,1/2,2p6.8d,2D,3/2,,c31,L535,
Mg,3,127.1784,127.1781,0.0010,1,,,530420.6,609050.5,2s2.2p5.3d,3P*,1,2s2.2p5.(2P*<1/2>).5f,2[5/2],2,,,L1434,
Mg,2,127.1943,127.19402,0.00010,9,4.49e+06,C+,35669.31,114289.36,2p6.3p,2P*,1/2,2p6.9s,2S,1/2,,c31,L535,
Mg,2,127.2725,127.27213,0.00010,8,1.44e+06,C+,35760.88,114332.68,2p6.3p,2P*,3/2,2p6.8d,2D,5/2,,c31,L535,
Mg,2,127.3427,127.34233,0.00010,11,8.97e+06,C+,35760.88,114289.36,2p6.3p,2P*,3/2,2p6.9s,2S,1/2,,c31,L535,
Mg,3,127.4831,127.4829,0.0010,10,2.53e+08,B,467378.5,545820.4,2s2.2p5.3p,3S,1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,,c46,L1434,
Mg,3,128.0702,128.0700,0.0010,1d,,,530962.9,609045.2,2s2.2p5.3d,3P*,2,2s2.2p5.(2P*<1/2>).5f,2[5/2],3,,,L1434,
Mg,2,130.6711,130.67137,0.00010,11,2.19e+06,C+,35669.31,112197.17,2p6.3p,2P*,1/2,2p6.7d,2D,3/2,,c31,L535,
Mg,2,130.7877,130.78753,0.00010,12,6.72e+06,C+,35669.31,112129.20,2p6.3p,2P*,1/2,2p6.8s,2S,1/2,,c31,L535,
Mg,2,130.8282,130.82811,0.00010,12,2.58e+06,C+,35760.88,112197.05,2p6.3p,2P*,3/2,2p6.7d,2D,5/2,,c31,L535,
Mg,3,130.8654,130.8659,0.0010,1d,,,530420.6,606834.7,2s2.2p5.3d,3P*,1,2s2.2p5.(2P*<3/2>).5f,2[5/2],2,,,L1434,
Mg,2,130.9439,130.94435,0.00010,14,1.34e+07,C+,35760.88,112129.20,2p6.3p,2P*,3/2,2p6.8s,2S,1/2,,c31,L535,
Mg,3,131.0271,131.0278,0.0010,1,,,532725.7,609045.4,2s2.2p5.3d,3F*,2,2s2.2p5.(2P*<1/2>).5f,2[7/2],3,,,L1434,
Mg,3,131.0633,131.0637,0.0010,3bl,,,530420.6,606719.4,2s2.2p5.3d,3P*,1,2s2.2p5.(2P*<3/2>).5f,2[3/2],2,,,L1434,
Mg,3,131.0720,131.0745,0.0010,1,,,530420.6,606713.1,2s2.2p5.3d,3P*,1,2s2.2p5.(2P*<3/2>).5f,2[3/2],1,,,L1434,
Mg,4,131.1650,131.1649,0.0010,12,5.53e+08,B+,638112.9,714352.8,2s2.2p4.(1D).3p,2F*,7/2,2s2.2p4.(1D).3d,2F,7/2,,c46,L1965,
Mg,4,131.1930,131.1931,0.0010,7,3.63e+07,C,638112.9,714336.4,2s2.2p4.(1D).3p,2F*,7/2,2s2.2p4.(1D).3d,2F,5/2,,c46,L1965,
Mg,3,131.8078,131.8082,0.0010,4,,,530962.9,606830.7,2s2.2p5.3d,3P*,2,2s2.2p5.(2P*<3/2>).5f,2[5/2],3,,,L1434,
Mg,3,132.0022,132.0019,0.0010,2,,,530962.9,606719.4,2s2.2p5.3d,3P*,2,2s2.2p5.(2P*<3/2>).5f,2[3/2],2,,,L1434,
Mg,3,132.7512,132.7514,0.0010,2d,,,531563.0,606891.8,2s2.2p5.3d,3F*,4,2s2.2p5.(2P*<3/2>).5f,2[7/2],4,,,L1434,
Mg,3,132.9583,132.9584,0.0010,8bl,,,531563.0,606774.5,2s2.2p5.3d,3F*,4,2s2.2p5.(2P*<3/2>).5f,2[9/2],5,,,L1434,
Mg,4,133.1592,133.1599,0.0010,7,4.21e+07,C,604003.1,679100.8,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4P,5/2,,c46,L1965,
Mg,3,133.2310,133.2303,0.0010,2d,,,531833.1,606891.1,2s2.2p5.3d,3F*,3,2s2.2p5.(2P*<3/2>).5f,2[7/2],3,,,L1434,
Mg,3,133.4359,133.4360,0.0010,6bl,,,531833.1,606775.4,2s2.2p5.3d,3F*,3,2s2.2p5.(2P*<3/2>).5f,2[9/2],4,,,L1434,
Mg,3,133.5951,133.5955,0.0010,1,,,534197.7,609050.5,2s2.2p5.3d,3D*,1,2s2.2p5.(2P*<1/2>).5f,2[5/2],2,,,L1434,
Mg,4,133.6850,133.6857,0.0010,10,1.07e+08,C+,596521.8,671324.1,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4D,3/2,,c46,L1965,
Mg,4,134.2163,134.2156,0.0010,15,4.72e+08,B,596521.8,671028.8,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4D,5/2,,c46,L1965,
Mg,4,134.5643,134.5645,0.0010,8,2.21e+07,C,603138.1,677451.9,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,2F,7/2,,c46,L1965,
Mg,4,134.6543,134.6542,0.0010,25,1.07e+09,B+,596521.8,670786.1,2s2.2p4.(3P).3p,4P*,5/2,2s2.2p4.(3P).3d,4D,7/2,,c46,L1965,
Mg,4,134.6633,134.6649,0.0010,15bl,6.87e+08,B,597065.7,671324.1,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4D,3/2,,c46,L1965,
Mg,3,134.8342,134.8338,0.0010,3d,,,532725.7,606891.1,2s2.2p5.3d,3F*,2,2s2.2p5.(2P*<3/2>).5f,2[7/2],3,,,L1434,
Mg,3,134.9132,134.9125,0.0010,4d,,,534923.6,609045.7,2s2.2p5.3d,3D*,3,2s2.2p5.(2P*<1/2>).5f,2[7/2],4,,,L1434,
Mg,3,134.9365,134.9364,0.0010,1d,,,532725.7,606834.7,2s2.2p5.3d,3F*,2,2s2.2p5.(2P*<3/2>).5f,2[5/2],2,,,L1434,
Mg,3,135.0156,135.0153,0.0010,4,3.50e+07,D+,474655.0,548720.7,2s2.2p5.3p,3D,2,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,,c46,L1434,
Mg,4,135.1620,135.1611,0.0010,13,9.06e+08,B,597583.6,671569.4,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,4D,1/2,,c46,L1965,
Mg,4,135.2020,135.2026,0.0010,16,6.59e+08,B+,597065.7,671028.8,2s2.2p4.(3P).3p,4P*,3/2,2s2.2p4.(3P).3d,4D,5/2,,c46,L1965,
Mg,3,135.3804,135.3810,0.0010,3d,,,535179.6,609045.2,2s2.2p5.3d,3D*,2,2s2.2p5.(2P*<1/2>).5f,2[5/2],3,,,L1434,
Mg,3,135.3915,135.3922,0.0010,1d,,,532971.2,606830.7,2s2.2p5.3d,1F*,3,2s2.2p5.(2P*<3/2>).5f,2[5/2],3,,,L1434,
Mg,4,135.5654,135.5649,0.0010,4,2.56e+07,C,604662.9,678428.3,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4P,3/2,,c46,L1965,
Mg,4,135.6108,135.6107,0.0010,13,3.67e+08,B,597583.6,671324.1,2s2.2p4.(3P).3p,4P*,1/2,2s2.2p4.(3P).3d,4D,3/2,,c46,L1965,
Mg,4,136.1493,136.1493,0.0010,8,1.08e+08,C+,604003.1,677451.9,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,2F,7/2,,c46,L1965,
Mg,4,136.2504,136.2494,0.0010,7,3.90e+07,C,605033.5,678428.3,2s2.2p4.(3P).3p,4D*,1/2,2s2.2p4.(3P).3d,4P,3/2,,c46,L1965,
Mg,2,136.5545,136.55440,0.00010,14,4.53e+06,B+,35669.31,108900.20,2p6.3p,2P*,1/2,2p6.6d,2D,3/2,,c31,L535,
Mg,4,136.6733,136.6736,0.0010,1,3.40e+07,C,609305.8,682472.8,2s2.2p4.(3P).3p,2D*,3/2,2s2.2p4.(3P).3d,2P,3/2,,c46,L1965,
Mg,2,136.7260,136.72570,0.00010,15,5.35e+06,B+,35760.88,108900.02,2p6.3p,2P*,3/2,2p6.6d,2D,5/2,,c31,L535,
Mg,2,136.7704,136.77080,0.00010,15,1.08e+07,C+,35669.31,108784.33,2p6.3p,2P*,1/2,2p6.7s,2S,1/2,,c31,L535,
Mg,2,136.9425,136.94231,0.00010,18,2.17e+07,B,35760.88,108784.33,2p6.3p,2P*,3/2,2p6.7s,2S,1/2,,c31,L535,
Mg,4,137.1033,137.1042,0.0010,14bl,1.31e+08,B,603138.1,676075.3,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4F,7/2,,c46,L1965,
Mg,3,137.1769,137.1770,0.0010,2d,,,536152.0,609050.5,2s2.2p5.3d,1P*,1,2s2.2p5.(2P*<1/2>).5f,2[5/2],2,,,L1434,
Mg,4,137.3187,137.3187,0.0010,13,3.08e+08,B,604003.1,676826.4,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4F,5/2,,c46,L1965,
Mg,4,137.5497,137.5497,0.0010,12,3.92e+08,B,604662.9,677363.9,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4F,3/2,,c46,L1965,
Mg,3,137.6713,137.6709,0.0010,3d,,,534197.7,606834.7,2s2.2p5.3d,3D*,1,2s2.2p5.(2P*<3/2>).5f,2[5/2],2,,,L1434,
Mg,4,137.7373,137.7382,0.0010,7,1.91e+08,B,607891.7,680493.2,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,2D,5/2,,c46,L1965,
Mg,3,137.8700,137.8711,0.0010,7,5.32e+08,C+,475502.9,548034.4,2s2.2p5.3p,3D,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,,c46,L1434,
Mg,3,137.8891,137.8898,0.0010,1,,,534197.7,606719.4,2s2.2p5.3d,3D*,1,2s2.2p5.(2P*<3/2>).5f,2[3/2],2,,,L1434,
Mg,4,138.2544,138.2545,0.0010,16,1.02e+09,B+,605033.5,677363.9,2s2.2p4.(3P).3p,4D*,1/2,2s2.2p4.(3P).3d,4F,3/2,,c46,L1965,
Mg,4,138.4425,138.4426,0.0010,20,1.45e+09,B+,603138.1,675370.2,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4F,9/2,,c46,L1965,
Mg,4,138.5740,138.5742,0.0010,16,1.07e+09,B+,604662.9,676826.4,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4F,5/2,,c46,L1965,
Mg,4,138.6155,138.6155,0.0010,6,6.31e+07,C,607891.7,680033.7,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,2D,3/2,,c46,L1965,
Mg,3,138.6691,138.6689,0.0010,1d,,,534776.9,606891.1,2s2.2p5.3d,1D*,2,2s2.2p5.(2P*<3/2>).5f,2[7/2],3,,,L1434,
Mg,4,138.7494,138.7498,0.0010,17,1.19e+09,B+,604003.1,676075.3,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4F,7/2,,c46,L1965,
Mg,3,138.9504,138.9503,0.0010,2,,,534923.6,606891.8,2s2.2p5.3d,3D*,3,2s2.2p5.(2P*<3/2>).5f,2[7/2],4,,,L1434,
Mg,3,139.1271,139.1273,0.0010,12,,,474655.0,546531.6,2s2.2p5.3p,3D,2,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,,,L1434,
Mg,3,139.3391,139.3394,0.0010,15,6.38e+08,B+,474053.2,545820.4,2s2.2p5.3p,3D,3,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,,c46,L1434,
Mg,4,139.4356,139.4360,0.0010,5bl,9.76e+07,C,609305.8,681023.3,2s2.2p4.(3P).3p,2D*,3/2,2s2.2p4.(3P).3d,2P,1/2,,c46,L1965,
Mg,3,139.5642,139.5652,0.0010,2d,,,535179.6,606830.7,2s2.2p5.3d,3D*,2,2s2.2p5.(2P*<3/2>).5f,2[5/2],3,,,L1434,
Mg,4,139.8795,139.8805,0.0010,1,,,610983.2&dagger;,682472.8,2s2.2p4.(3P).3p,*,1/2,2s2.2p4.(3P).3d,2P,3/2,,,L1965,
Mg,4,140.4663,140.4662,0.0010,16,1.32e+09,B+,637879.7,709071.2,2s2.2p4.(1D).3p,2F*,5/2,2s2.2p4.(1D).3d,2G,7/2,,c46,L1965,
Mg,3,140.5170,140.5177,0.0010,9,1.54e+08,C+,474655.0,545820.4,2s2.2p5.3p,3D,2,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,,c46,L1434,
Mg,3,140.7880,140.7882,0.0010,7,,,475502.9,546531.6,2s2.2p5.3p,3D,1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,,,L1434,
Mg,4,140.9339,140.9340,0.0010,18,1.36e+09,B+,638112.9,709068.1,2s2.2p4.(1D).3p,2F*,7/2,2s2.2p4.(1D).3d,2G,9/2,,c46,L1965,
Mg,4,141.3868,141.3869,0.0010,6,3.30e+08,B,609305.8,680033.7,2s2.2p4.(3P).3p,2D*,3/2,2s2.2p4.(3P).3d,2D,3/2,,c46,L1965,
Mg,4,141.8378,141.8371,0.0010,9,2.21e+08,B,607891.7,678395.1,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,2F,5/2,,c46,L1965,
Mg,3,142.1538,142.1541,0.0010,5,,,478374.5,548720.7,2s2.2p5.3p,1P,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,,,L1434,
Mg,3,142.2118,142.2121,0.0010,3,1.80e+07,C,475502.9,545820.4,2s2.2p5.3p,3D,1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,,c46,L1434,
Mg,4,142.5597,142.5596,0.0010,8,1.12e+09,B+,682851.3,752997.4,2s2.2p4.(1S).3p,2P*,1/2,2s2.2p4.(1S).3d,2D,3/2,,c48,L1965,
Mg,4,142.7710,142.7711,0.0010,11,1.34e+09,B+,682889.5,752931.7,2s2.2p4.(1S).3p,2P*,3/2,2s2.2p4.(1S).3d,2D,5/2,,c48,L1965,
Mg,4,142.9166,142.9159,0.0010,7,2.48e+08,C+,612501.6,682472.8,2s2.2p4.(3P).3p,2P*,3/2,2s2.2p4.(3P).3d,2P,3/2,,c46,L1965,
Mg,3,143.1136,143.1135,0.0010,10,4.30e+08,B,478846.1,548720.7,2s2.2p5.3p,3P,2,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,,c46,L1434,
Mg,4,143.2767,143.2767,0.0010,10,9.91e+07,C+,609305.8,679100.8,2s2.2p4.(3P).3p,2D*,3/2,2s2.2p4.(3P).3d,4P,5/2,,c46,L1965,
Mg,4,143.4866,143.4864,0.0010,13,7.81e+08,B+,644643.4,714336.4,2s2.2p4.(1D).3p,2D*,3/2,2s2.2p4.(1D).3d,2F,5/2,,c46,L1965,
Mg,3,143.5550,143.5546,0.0010,7,3.04e+08,C,478374.5,548034.4,2s2.2p5.3p,1P,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,,c46,L1434,
Mg,4,143.751,143.7476,0.0010,15bl,9.03e+08,B+,644786.4,714352.8,2s2.2p4.(1D).3p,2D*,5/2,2s2.2p4.(1D).3d,2F,7/2,,c46,L1965,
Mg,4,143.761,143.7604,0.0010,17bl,1.21e+09,B+,607891.7,677451.9,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,2F,7/2,,c46,L1965,
Mg,4,143.776,143.7815,0.0010,8bl,9.69e+07,C+,644786.4,714336.4,2s2.2p4.(1D).3p,2D*,5/2,2s2.2p4.(1D).3d,2F,5/2,,c46,L1965,
Mg,4,143.8244,143.8243,0.0010,15,,,612943.5&dagger;,682472.8,2s2.2p4.(3P).3p,*,1/2,2s2.2p4.(3P).3d,2P,3/2,,,L1965,
Mg,3,143.9770,143.9773,0.0010,2,3.54e+07,D+,479265.3,548720.7,2s2.2p5.3p,3P,0,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,,c46,L1434,
Mg,3,144.3738,144.3737,0.0010,8,1.81e+08,C+,479456.0,548720.7,2s2.2p5.3p,3P,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,1,,c46,L1434,
Mg,3,144.6254,144.6257,0.0010,7,4.15e+07,C,426868.1,496012.1,2s2.2p5.3s,3P*,1,2s2.2p5.3p,1S,0,,T6036,L1434,
Mg,3,144.7260,144.7264,0.0010,6,2.22e+08,C+,477435.7,546531.6,2s2.2p5.3p,1D,2,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,,c46,L1434,
Mg,4,144.7395,144.7402,0.0010,14bl,9.27e+08,B+,609305.8,678395.1,2s2.2p4.(3P).3p,2D*,3/2,2s2.2p4.(3P).3d,2F,5/2,,c46,L1965,
Mg,4,144.8217,144.8215,0.0010,8,,,610983.2&dagger;,680033.7,2s2.2p4.(3P).3p,*,1/2,2s2.2p4.(3P).3d,2D,3/2,,,L1965,
Mg,4,144.8456,144.8455,0.0010,8,6.94e+08,B+,644643.4,713682.5,2s2.2p4.(1D).3p,2D*,3/2,2s2.2p4.(1D).3d,2D,3/2,,c46,L1965,
Mg,4,145.1457,145.1461,0.0010,2,7.69e+07,C+,644786.4,713682.5,2s2.2p4.(1D).3p,2D*,5/2,2s2.2p4.(1D).3d,2D,3/2,,c46,L1965,
Mg,4,145.4171,145.4173,0.0010,5,1.29e+08,B,644643.4,713411.0,2s2.2p4.(1D).3p,2D*,3/2,2s2.2p4.(1D).3d,2D,5/2,,c46,L1965,
Mg,4,145.7212,145.7203,0.0010,10,7.01e+08,B+,644786.4,713411.0,2s2.2p4.(1D).3p,2D*,5/2,2s2.2p4.(1D).3d,2D,5/2,,c46,L1965,
Mg,3,145.8172,145.8185,0.0010,5,3.21e+08,C+,479456.0,548034.4,2s2.2p5.3p,3P,1,2s2.2p5.(2P*<1/2>).4s,2[1/2]*,0,,c46,L1434,
Mg,4,145.934,145.9392,0.0010,10bl,1.13e+08,C,612501.6,681023.3,2s2.2p4.(3P).3p,2P*,3/2,2s2.2p4.(3P).3d,2P,1/2,,c46,L1965,
Mg,4,145.9521,145.9524,0.0010,13bl,6.94e+08,B,582578.4,651093.9,2s2.2p4.(1D).3s,2D,3/2,2s2.2p4.(1D).3p,2P*,1/2,,c46,L1965,
Mg,4,145.9605,145.9598,0.0010,15bl,3.72e+08,B,543720.4,612232.4,2s2.2p4.(3P).3s,4P,5/2,2s2.2p4.(3P).3p,4S*,3/2,,c46,L1965,
Mg,3,146.2305,146.2315,0.0010,5,1.21e+08,C+,477435.7,545820.4,2s2.2p5.3p,1D,2,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,,c46,L1434,
Mg,4,146.6635,146.6628,0.0010,11,1.09e+08,C+,607891.7,676075.3,2s2.2p4.(3P).3p,2D*,5/2,2s2.2p4.(3P).3d,4F,7/2,,c46,L1965,
Mg,3,146.7188,146.7199,0.0010,4,9.37e+07,C,478374.5,546531.6,2s2.2p5.3p,1P,1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,,c46,L1434,
Mg,4,146.8868,146.8864,0.0010,4,,,612943.5&dagger;,681023.3,2s2.2p4.(3P).3p,*,1/2,2s2.2p4.(3P).3d,2P,1/2,,,L1965,
Mg,4,147.0777,147.0770,0.0010,12,6.90e+08,B,612501.6,680493.2,2s2.2p4.(3P).3p,2P*,3/2,2s2.2p4.(3P).3d,2D,5/2,,c46,L1965,
Mg,4,147.2963,147.2956,0.0010,10,7.02e+07,C+,603138.1,671028.8,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4D,5/2,,c46,L1965,
Mg,3,147.4898,147.4902,0.0010,2,,,467378.5,535179.6,2s2.2p5.3p,3S,1,2s2.2p5.3d,3D*,2,,,L1434,
Mg,2,147.6004,147.59997,0.00010,20,1.10e+07,B,35669.31,103420.00,2p6.3p,2P*,1/2,2p6.5d,2D,3/2,,"c31,T6870",L535,
Mg,3,147.7416,147.7421,0.0010,1,,,478846.1,546531.6,2s2.2p5.3p,3P,2,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,,,L1434,
Mg,2,147.8013,147.80039,0.00010,25,1.30e+07,B,35760.88,103419.70,2p6.3p,2P*,3/2,2p6.5d,2D,5/2,,"c31,T6870",L535,
Mg,4,147.8240,147.8240,0.0010,15,2.92e+08,B,603138.1,670786.1,2s2.2p4.(3P).3p,4D*,7/2,2s2.2p4.(3P).3d,4D,7/2,,c46,L1965,
Mg,2,148.0890,148.08795,0.00010,20,1.93e+07,B+,35669.31,103196.75,2p6.3p,2P*,1/2,2p6.6s,2S,1/2,,c31,L535,
Mg,4,148.1490,148.1499,0.0010,16,6.16e+08,B,582562.4,650061.6,2s2.2p4.(1D).3s,2D,5/2,2s2.2p4.(1D).3p,2P*,3/2,,c46,L1965,
Mg,4,148.1840,148.1850,0.0010,9,3.64e+07,C,582578.4,650061.6,2s2.2p4.(1D).3s,2D,3/2,2s2.2p4.(1D).3p,2P*,3/2,,c46,L1965,
Mg,2,148.2902,148.28903,0.00010,30,3.85e+07,B+,35760.88,103196.75,2p6.3p,2P*,3/2,2p6.6s,2S,1/2,,c31,L535,
Mg,4,148.5421,148.5421,0.0010,11,9.86e+07,C+,604003.1,671324.1,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4D,3/2,,c46,L1965,
Mg,3,148.6624,148.6629,0.0010,4,,,479265.3,546531.6,2s2.2p5.3p,3P,0,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,1,,,L1434,
Mg,4,148.7265,148.7274,0.0010,1,2.28e+08,C,644643.4,711880.5,2s2.2p4.(1D).3p,2D*,3/2,2s2.2p4.(1D).3d,2P,1/2,,T4781,L1965,
Mg,4,149.0433,149.0428,0.0010,16,2.83e+08,B,545137.6,612232.4,2s2.2p4.(3P).3s,4P,3/2,2s2.2p4.(3P).3p,4S*,3/2,,c46,L1965,
Mg,4,149.1968,149.1965,0.0010,12,1.50e+08,B,604003.1,671028.8,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4D,5/2,,c46,L1965,
Mg,3,149.3097,149.3110,0.0010,4,1.02e+08,C+,478846.1,545820.4,2s2.2p5.3p,3P,2,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,,c46,L1434,
Mg,4,149.4624,149.4623,0.0010,9,1.19e+08,C+,604662.9,671569.4,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4D,1/2,,c46,L1965,
Mg,4,149.5482,149.5475,0.0010,14,6.08e+08,B+,612232.4,679100.8,2s2.2p4.(3P).3p,4S*,3/2,2s2.2p4.(3P).3d,4P,5/2,,c46,L1965,
Mg,4,149.5985,149.5969,0.0010,6,2.51e+08,B,644786.4,711632.7,2s2.2p4.(1D).3p,2D*,5/2,2s2.2p4.(1D).3d,2P,3/2,,c46,L1965,
Mg,4,149.7388,149.7387,0.0010,9,2.65e+07,C+,604003.1,670786.1,2s2.2p4.(3P).3p,4D*,5/2,2s2.2p4.(3P).3d,4D,7/2,,c46,L1965,
Mg,4,150.0118,150.0123,0.0010,6,9.01e+07,C+,604662.9,671324.1,2s2.2p4.(3P).3p,4D*,3/2,2s2.2p4.(3P).3d,4D,3/2,,c46,L1965,
Mg,4,150.1513,150.1520,0.0010,9,7.92e+07,C+,612501.6,679100.8,2s2.2p4.(3P).3p,2P*,3/2,2s2.2p4.(3P).3d,4P,5/2,,c46,L1965,
Mg,4,150.2942,150.2948,0.0010,10,1.02e+08,C,605033.5,671569.4,2s2.2p4.(3P).3p,4D*,1/2,2s2.2p4.(3P).3d,4D,1/2,,c46,L1965,
Mg,3,150.6826,150.6832,0.0010,3bl,3.91e+07,C,479456.0,545820.4,2s2.2p5.3p,3P,1,2s2.2p5.(2P*<3/2>).4s,2[3/2]*,2,,c46,L1434,
Mg,4,150.8516,150.8510,0.0010,8,4.25e+07,C,605033.5,671324.1,2s2.2p4.(3P).3p,4D*,1/2,2s2.2p4.(3P).3d,4D,3/2,,c46,L1965,
Mg,4,150.8821,150.8819,0.0010,14,1.57e+08,C+,545955.4,612232.4,2s2.2p4.(3P).3s,4P,1/2,2s2.2p4.(3P).3p,4S*,3/2,,c46,L1965,
Mg,4,151.0670,151.0668,0.0010,14,6.07e+08,B+,612232.4,678428.3,2s2.2p4.(3P).3p,4S*,3/2,2s2.2p4.(3P).3d,4P,3/2,,c46,L1965,
Mg,4,151.7596,151.7600,0.0010,5,,,612501.6,678395.1,2s2.2p4.(3P).3p,2P*,3/2,2s2.2p4.(3P).3d,2F,5/2,,,L1965,
